code,name,county,city,full_address,long,lat
291352,Southwest Elementary School,Davidson,Lexington,"434 Central Avenue, Lexington, NC 27292",-80.280445,35.8178793
291LEA,Lexington City Schools,Davidson,Lexington,"1010 Fair Street, Lexington, NC 27292",-80.2481454,35.8332023
292316,Liberty Drive Elementary,Davidson,Thomasville,"401 Liberty Drive, Thomasville, NC 27360",-80.064539,35.878658
292318,Thomasville Primary,Davidson,Thomasville,"915 E Sunrise Avenue, Thomasville, NC 27360",-80.0599535,35.8762035
292320,Thomasville Middle,Davidson,Thomasville,"400 Unity Street, Thomasville, NC 27360",-80.0787454,35.8994555
292324,Thomasville High,Davidson,Thomasville,"410 Unity Street, Thomasville, NC 27360",-80.075723,35.900516
292LEA,Thomasville City Schools,Davidson,Thomasville,"400 Turner Street, Thomasville, NC 27360",-80.0665619,35.8945014
300306,Central Davie Academy,Davie,Mocksville,"160 Martin Luther King Jr. Road, Mocksville, NC 27028",-80.5525793,35.9069756
300308,Cooleemee Elementary,Davie,Cooleemee,"136 Marginal St, Cooleemee, NC 27014",-80.5521847,35.8157831
300310,Cornatzer Elementary,Davie,Mocksville,"552 Cornatzer Road, Mocksville, NC 27028",-80.492513,35.898866
300312,Davie County High,Davie,Mocksville,"180 War Eagle Drive, Mocksville, NC 27028",-80.5354707,35.9712509
300314,Davie County Early College High,Davie,Mocksville,"1211 Salisbury Road, Mocksville, NC 27028",-80.5537072,35.8709912
300320,Mocksville Elementary,Davie,Mocksville,"295 Cemetery St, Mocksville, NC 27028",-80.5589488,35.9065519
300325,North Davie Middle,Davie,Mocksville,"497 Farmington Road, Mocksville, NC 27028",-80.535351,35.966914
300326,Pinebrook Elementary,Davie,Mocksville,"477 Pinebrook School Rd, Mocksville, NC 27028",-80.5180759,35.97083
300328,Shady Grove Elementary,Davie,Advance,"3179 Cornatzer Rd, Advance, NC 27006",-80.4155256,35.9466631
300330,South Davie Middle,Davie,Mocksville,"197 South Davie Drive, Mocksville, NC 27028",-80.5684471,35.8865894
300336,William R Davie Elementary,Davie,Mocksville,"3437 US Hwy 601 N, Mocksville, NC 27028",-80.5614494,35.8940263
300337,William Ellis Middle,Davie,Advance,"144 William Ellis Drive, Advance, NC 27006",-80.4071784,35.929299
300LEA,Davie County Schools,Davie,Mocksville,"220 Cherry St, Mocksville, NC 27028",-80.5567355,35.8970536
310304,B F Grady Elementary,Duplin,Albertson,"2627 N NC 11 & 903, Albertson, NC 28508",-77.8266212,35.0568712
310308,Beulaville Elementary,Duplin,Beulaville,"138 Lyman Road, Beulaville, NC 28518",-77.764042,34.919506
310330,Chinquapin Elementary,Duplin,Chinquapin,"3894 NC 50 South, Chinquapin, NC 28521",-78.4955578,35.3564721
310336,Warsaw Elementary,Duplin,Warsaw,"158 Lanefield Road, Warsaw, NC 28398",-78.0759379,34.997008
310338,Duplin Early College High,Duplin,Kenansville,"212 James Sprunt Dr, Kenansville, NC 28349",-77.9762782,34.9454986
310344,East Duplin High,Duplin,Beulaville,"394 North NC Highway 111, Beulaville, NC 28518",-77.7831902,34.9408843
310352,James Kenan High,Duplin,Warsaw,"1241 NC 24 & 50, Warsaw, NC 28398",-78.0432001,34.9844818
310356,Kenansville Elementary,Duplin,Kenansville,"328 Limestone Rd, Kenansville, NC 28349",-77.9589532,34.9565667
310360,North Duplin Elementary,Duplin,Mt. Olive,"157 North Duplin School Road, Mt. Olive, NC 28365",-78.083111,35.136462
310364,North Duplin Jr Sr High,Duplin,Mt. Olive,"1388 West NC 403 Highway, Mt. Olive, NC 28365",-78.0851689,35.133196
310384,Rose Hill-Magnolia Elementary,Duplin,Rose Hill,"1329 Brooks Quinn Road, Rose Hill, NC 28458",-78.024087,34.85104
310388,Wallace Elementary,Duplin,Wallace,"4266 NC 11 S, Wallace, NC 28466",-77.9775739,34.7341814
310392,Wallace-Rose Hill High,Duplin,Teachey,"602 High School Road, Teachey, NC 28464",-77.9990153,34.7719939
310LEA,Duplin County Schools,Duplin,Kenansville,"315 N Main Street, Kenansville, NC 28349",-77.961105,34.9640185
320304,Bethesda Elementary,Durham,Durham,"2009 S Miami Boulevard, Durham, NC 27703",-78.8378281,35.9401449
320306,"Brogden Middle, Durham",Durham,Durham,"1001 Leon Street, Durham, NC 27704",-78.908729,36.0247847
320308,Burton Elementary,Durham,Durham,"1500 Mathison Avenue, Durham, NC 27701",-78.887671,35.979199
320309,J D Clement Early College HS,Durham,Durham,"1801 Fayetteville Street, NCCU-Robinson Science Building, Durham, NC 27707",-78.899654,35.9752487
320310,Eastway Elementary,Durham,Durham,"610 North Alston Avenue, Durham, NC 27701",-78.885157,35.990755
320312,C E Jordan High,Durham,Durham,"6806 Garrett Road, Durham, NC 27707",-78.9620817,35.9232466
320313,Easley Elementary,Durham,Durham,"302 Lebanon Circle, Durham, NC 27712",-78.9267911,36.0756509
320314,The School for Creative Studies,Durham,Durham,"5001 Red Mill Rd, Durham, NC 27704",-78.822291,36.0721
320315,Eno Valley Elementary,Durham,Durham,"117 Milton Road, Durham, NC 27712",-78.912153,36.0851774
320316,George L Carrington Middle,Durham,Durham,"227 Milton Road, Durham, NC 27712",-78.918438,36.086499
320317,City of Medicine Academy,Durham,Durham,"301 Crutchfield Road, Durham, NC 27704",-78.9023459,36.03825
320318,Club Boulevard Elementary,Durham,Durham,"400 W Club Boulevard, Durham, NC 27704",-78.897085,36.019031
320319,"Creekside Elementary, Durham",Durham,Durham,"5321 Ephesus Church Road, Durham, NC 27707",-78.9937316,35.9278812
320320,Glenn Elementary,Durham,Durham,"2415 E Geer Street, Durham, NC 27704",-78.837487,36.029499
320322,Durham's Performance Learning Center,Durham,Durham,"401 North Driver Street, Durham, NC 27703",-78.8791738,35.9897317
320323,Durham School of the Arts,Durham,Durham,"401 North Duke Street, Durham, NC 27701",-78.907228,36.002815
320324,"Hillandale Elementary, Durham",Durham,Durham,"2730 Hillandale Road, Durham, NC 27705",-78.932664,36.052487
320325,Hillside High,Durham,Durham,"3727 Fayetteville St, Durham, NC 27707",-78.9064554,35.9545446
320327,Hope Valley Elementary,Durham,Durham,"3005 Dixon Road, Durham, NC 27707",-78.9398339,35.9670939
320328,Holt Elementary,Durham,Durham,"4019 Holt School Road, Durham, NC 27704",-78.9074309,36.0564469
320329,Holton Career and Resource Center,Durham,Durham,"401 North Driver St, Durham, NC 27703",-78.8791738,35.9897317
320332,Forest View Elementary,Durham,Durham,"3007 Mount Sinai Road, Durham, NC 27705",-78.991347,35.988694
320336,DPS Hospital School,Durham,Durham,"DUMC Room 3605, Durham, NC 27710",-78.9384272,36.0075097
320338,James E Shepard Middle,Durham,Durham,"2401 Dakota Street, Durham, NC 27707",-78.8997755,35.9654408
320339,Lakewood Elementary,Durham,Durham,"2520 Vesson Avenue, Durham, NC 27707",-78.9357817,35.9830841
320340,Little River Elementary,Durham,Durham,"2315 Snow Hill Road, Durham, NC 27712",-78.8631236,36.0988951
320341,Lakeview School,Durham,Durham,"3507 Dearborn Drive, Durham, NC 27704",-78.8783588,36.0370644
320342,Lakewood Montessori Middle,Durham,Durham,"2119 Chapel Hill Rd, Durham, NC 27707",-78.9281602,35.9847295
320343,Lucas Middle,Durham,Durham,"923 Snow Hill Road, Durham, NC 27704",-78.886559,36.109108
320344,Fayetteville Street Elementary,Durham,Durham,"2905 Fayetteville Street, Durham, NC 27707",-78.9055943,35.9643844
320346,Lowe's Grove Middle,Durham,Durham,"4418 S Alston Avenue, Durham, NC 27713",-78.8912966,35.9045436
320347,George Watts Elementary,Durham,Durham,"700 Watts Street, Durham, NC 27701",-78.9107013,36.0080068
320348,Mangum Elementary,Durham,Bahama,"9008 Quail Roost Road, Bahama, NC 27503",-78.8763816,36.1698747
320352,Merrick-Moore Elementary,Durham,Durham,"2325 Cheek Road, Durham, NC 27704",-78.8522192,36.0055656
320353,Middle College HS @ DTCC,Durham,Durham,"1637 Lawson Street, Durham, NC 27703",-78.8809299,35.9753258
320354,Morehead Montessori,Durham,Durham,"909 Cobb Street, Durham, NC 27707",-78.913759,35.988199
320355,Neal Middle,Durham,Durham,"201 Baptist Road, Durham, NC 27704",-78.78184,35.9779327
320356,Northern High,Durham,Durham,"117 Tom Wilkinson Road, Durham, NC 27712",-78.9125579,36.0933682
320360,"Oak Grove Elementary, Durham",Durham,Durham,"3810 Wake Forest Road, Durham, NC 27703",-78.819459,35.979946
320362,"Parkwood Elementary, Durham",Durham,Durham,"5207 Revere Road, Durham, NC 27713",-78.905692,35.8914339
320363,E K Powe Elementary,Durham,Durham,"913 9th Street, Durham, NC 27705",-78.922488,36.012948
320364,Pearsontown Elementary,Durham,Durham,"4915 Barbee Road, Durham, NC 27713",-78.9082959,35.9316295
320365,"Riverside High, Durham",Durham,Durham,"3218 Rose of Sharon Road, Durham, NC 27712",-78.943225,36.065495
320366,Sherwood Githens Middle,Durham,Durham,"4800 Chapel Hill Road, Durham, NC 27707",-78.9402346,35.9685636
320367,R N Harris Elementary,Durham,Durham,"1520 Cooper Street, Durham, NC 27703",-78.8839358,35.9714765
320368,Southern School of Energy and Sustainabi,Durham,Durham,"800 Clayton Road, Durham, NC 27703",-78.829234,36.0000791
320369,"Sandy Ridge Elementary, Durham",Durham,Durham,"1417 Old Oxford Highway, Durham, NC 27704",-78.8714381,36.0577281
320370,Rogers-Herr Middle,Durham,Durham,"911 Cornwallis Road, Durham, NC 27707",-78.934848,35.972583
320372,"Southwest Elementary, Durham",Durham,Durham,"2320 Cook Road, Durham, NC 27713",-78.9237549,35.9285504
320374,C C Spaulding Elementary,Durham,Durham,"1531 S Roxboro Road, Durham, NC 27707",-78.905587,35.977736
320376,Spring Valley Elementary,Durham,Durham,"2051 Northern Durham Prky, Durham, NC 27703",-78.8151489,35.956064
320388,W G Pearson Elementary,Durham,Durham,"3501 Fayettville Street, Durham, NC 27707",-78.9077836,35.9584263
320400,Y E Smith Elementary,Durham,Durham,"2410 E Main Street, Durham, NC 27703",-78.8724657,35.9856279
320701,Hillside New Tech High,Durham,Durham,"3727 Fayetteville St, Durham, NC 27707",-78.9064554,35.9545446
320LEA,Durham Public Schools,Durham,Durham,"511 Cleveland Street, Durham, NC 27701",-78.8976607,35.9971619
32A000,Maureen Joy Charter School,Durham,Durham,"107 South Driver Street, Durham, NC 27703",-78.8770359,35.9852243
32B000,Healthy Start Academy,Durham,Durham,"807 West Chapel Hill Street, Durham, NC 27701",-78.9137691,35.996406
32C000,Carter Community Charter,Durham,Durham,"1955 West Cornwallis Road, Durham, NC 27705",-78.955472,35.9812192
32D000,Kestrel Heights School,Durham,Durham,"4900 Prospectus Drive, Durham, NC 27713",-78.8935753,35.8961597
32H000,Research Triangle Charter,Durham,Durham,"2418 Ellis Road, Durham, NC 27703",-78.8510929,35.936744
32K000,Central Park School For Child,Durham,Durham,"724 Foster Street, Durham, NC 27701",-78.9009536,36.0045814
32L000,Voyager Academy,Durham,Durham,"4302 Ben Franklin Blvd, Durham, NC 27704",-78.8936107,36.0469596
32M000,Global Scholars Academy,Durham,Durham,"311 Dowd St, Durham, NC 27701",-78.8929997,36.0008147
32N000,Research Triangle High School,Durham,Durham,"3106 East NC Highway 54, Durham, NC 27709",-78.8744036,35.8950459
32P000,The Institute Development Young Leaders,Durham,Durham,"4300 S. Miami Blvd., Durham, NC 27703",-78.8511015,35.8997647
32Q000,Reaching All Minds Academy,Durham,Durham,"2703 Holloway St., Durham, NC 27703",-78.8515471,35.9891291
32R000,Excelsior Classical Academy,Durham,Durham,"4100 N Roxboro Street, Durham, NC 27704",-78.9003424,36.047305
32S000,KIPP Durham College Preparatory,Durham,Durham,"1107 Holloway Street, Durham, NC 27701",-78.8811772,35.9948357
330304,G W Bulluck Elementary,Edgecombe,Rocky Mount,"3090 Bulluck School Road, Rocky Mount, NC 27801",-77.7196558,35.8826226
330308,G W Carver Elementary,Edgecombe,Pinetops,"700 East Hamlet Street, Pinetops, NC 27864",-77.6307473,35.787811
330312,Coker-Wimberly Elementary,Edgecombe,Battleboro,"1619 NC 97 West, Battleboro, NC 27809",-77.6042147,35.9769077
330326,Edgecombe Early College High,Edgecombe,Tarboro,"2009 West Wilson St, Tarboro, NC 27886",-77.572197,35.879087
330328,North Edgecombe High,Edgecombe,Tarboro,"7589 NC 33-NW, Tarboro, NC 27886",-77.5835479,35.989652
330332,"Phillips Middle, Battleboro",Edgecombe,Battleboro,"4371 Battleboro-Leggett Road, Battleboro, NC 27809",-77.685968,36.001686
330334,Princeville Elementary,Edgecombe,Tarboro,"710 Panola Street, Tarboro, NC 27886",-77.5328765,35.9017803
330340,South Edgecombe Middle,Edgecombe,Pinetops,"230 Pinetops-Crisp Road, Pinetops, NC 27864",-77.643968,35.778073
330344,W A Pattillo Middle,Edgecombe,Tarboro,"501 East Ave, Tarboro, NC 27886",-77.5238509,35.902929
330348,West Edgecombe Middle,Edgecombe,Rocky Mount,"6301 Nobles Mill Pond Road, Rocky Mount, NC 27801",-77.7370229,35.904015
330350,SouthWest Edgecombe High,Edgecombe,Pinetops,"5912 NC 43 North, Pinetops, NC 27864",-77.657896,35.8366548
330354,Stocks Elementary,Edgecombe,Tarboro,"400 Hope Lodge Street, Tarboro, NC 27886",-77.5518214,35.9110179
330358,Tarboro High,Edgecombe,Tarboro,"1400 Howard Avenue, Tarboro, NC 27886",-77.559107,35.9020577
330360,Martin Millennium Academy,Edgecombe,Tarboro,"400 E Johnston St, Tarboro, NC 27886",-77.53671,35.9074529
330LEA,Edgecombe County Public School,Edgecombe,Tarboro,"2311 North Main Street, Tarboro, NC 27886",-77.5478013,35.9180451
33A000,North East Carolina Prep,Edgecombe,Tarboro,"274 Husky Trail, Tarboro, NC 27886",-77.5805893,35.8918605
340308,Ashley Academy,Forsyth,Winston-Salem,"1647 Ashley School Circle, Winston-Salem, NC 27105",-80.2217616,36.1176872
340311,Atkins Academic & Tech High,Forsyth,Winston-Salem,"3605 Old Greensboro Road, Winston-Salem, NC 27101",-80.195844,36.1105579
340314,Bolton Elementary,Forsyth,Winston Salem,"1250 Bolton Street, Winston Salem, NC 27103",-80.2918719,36.0741102
340320,Brunson Elementary,Forsyth,Winston Salem,"155 N Hawthorne Road, Winston Salem, NC 27104",-80.2648442,36.0947631
340326,Caleb's Creek Elementary,Forsyth,Kernersville,"1109 Salem Crossing Rd, Kernersville, NC 27284",-80.0890229,36.078296
340330,Carver High,Forsyth,Winston Salem,"3545 Carver School Road, Winston Salem, NC 27105",-80.2071071,36.1342371
340332,Career Center,Forsyth,Winston Salem,"910 Highland Court, Winston Salem, NC 27101",-80.2345047,36.1066571
340334,Cash Elementary,Forsyth,Kernersville,"4700 Old Hollow Road, Kernersville, NC 27284",-80.123116,36.136284
340336,Carter High School,Forsyth,Winston Salem,"851 Highland Court, Winston Salem, NC 27101",-80.234748,36.107214
340344,Childrens Center,Forsyth,Winston Salem,"2315 Coliseum Drive, Winston Salem, NC 27106",-80.2789968,36.1173005
340348,Clemmons Elementary,Forsyth,Clemmons,"6200 Bingham Avenue, Clemmons, NC 27012",-80.3764121,36.0247985
340350,Clemmons Middle School,Forsyth,Winston-Salem,"3785 Fraternity Church Road, Winston-Salem, NC 27127",-80.3368651,36.027137
340351,Cook Literacy Model School,Forsyth,Winston-Salem,"920 11th Street NW, Winston-Salem, NC 27105",-80.2568315,36.1078495
340354,The Downtown School,Forsyth,Winston Salem,"601 N Cherry Street, Winston Salem, NC 27101",-80.2474046,36.1016523
340362,Early College of Forsyth Co,Forsyth,Winston Salem,"2100 Silas Creek Prky, Winston Salem, NC 27103",-80.2727328,36.0694251
340364,East Forsyth High,Forsyth,Kernersville,"2500 W Mountain Street, Kernersville, NC 27284",-80.1506945,36.1168362
340366,East Forsyth Middle School,Forsyth,Kernersville,"810 Bagley Drive, Kernersville, NC 27284",-80.1289634,36.133569
340368,Easton Elementary School,Forsyth,Winston Salem,"734 E Clemmonsville Road, Winston Salem, NC 27107",-80.2217137,36.0582669
340372,"Flat Rock Middle, Winston-Salem",Forsyth,Winston-Salem,"4648 Ebert Rd, Winston-Salem, NC 27284",-80.303403,36.0089929
340376,"Forest Park Elementary, Winston-Salem",Forsyth,Winston Salem,"2019 Milford Street, Winston Salem, NC 27107",-80.2156541,36.0717656
340380,Gibson Elementary,Forsyth,Winston-Salem,"2020 Walker Road, Winston-Salem, NC 27106",-80.311353,36.186613
340382,Robert B Glenn High School,Forsyth,Kernersville,"1600 Union Cross Road, Kernersville, NC 27284",-80.113802,36.06778
340384,Griffith Elementary,Forsyth,Winston Salem,"1385 W Clemmonsville Road, Winston Salem, NC 27127",-80.2645469,36.041069
340385,Main Street Academy,Forsyth,Winston-Salem,"2700 S Main Street, Winston-Salem, NC 27127",-80.2392761,36.0625097
340390,Hall-Woodward Elementary,Forsyth,Winston Salem,"125 Nicholson Road, Winston Salem, NC 27107",-80.174661,36.0807519
340392,Hanes Magnet School,Forsyth,Winston Salem,"2355 Pleasant St, Winston Salem, NC 27107",-80.2058997,36.0644008
340398,Homebound/ Hospital Education,Forsyth,Winston-Salem,"2020 E. 12th Street, Winston-Salem, NC 27101",-80.2204109,36.1091249
340400,Ibraham Elementary,Forsyth,Winston Salem,"5036 Old Walkertown, Winston Salem, NC 27105",-80.2008123,36.1593968
340403,"Jefferson Elementary, Winston-Salem",Forsyth,Winston-Salem,"4000 Jefferson School Lane, Winston-Salem, NC 27106",-80.3478545,36.1254101
340406,Thomas Jefferson Middle,Forsyth,Winston-Salem,"3500 Sally Kirk Road, Winston-Salem, NC 27106",-80.3200475,36.1164725
340416,Kernersville Elementary,Forsyth,Kernersville,"512 W Mountain Street, Kernersville, NC 27284",-80.0796937,36.1265113
340420,Kernersville Middle,Forsyth,Kernersville,"110 Brown Road, Kernersville, NC 27284",-80.0734613,36.1361871
340424,Kimberley Park Elementary,Forsyth,Winston Salem,"1700 Old Cherry Street, Winston Salem, NC 27105",-80.2538252,36.1161093
340426,Kimmel Farm Elementary,Forsyth,Winston-Salem,"4672 Ebert Rd, Winston-Salem, NC 27284",-80.3030907,36.0090156
340427,Kingswood School,Forsyth,Winston-Salem,"1001 Reynolda Road, Winston-Salem, NC 27104",-80.2639577,36.1104211
340428,Konnoak Elementary,Forsyth,Winston Salem,"3200 Renon Road, Winston Salem, NC 27127",-80.2473786,36.0513064
340430,Diggs-Latham Elementary,Forsyth,Winston Salem,"986 Hutton Street, Winston Salem, NC 27101",-80.256586,36.07895
340432,Lewisville Elementary,Forsyth,Lewisville,"150 Lucy Lane, Lewisville, NC 27023",-80.419325,36.094646
340436,Lowrance Middle,Forsyth,Winston Salem,"3605 Old Greensboro Road, Winston Salem, NC 27101",-80.195844,36.1105579
340440,Meadowlark Elementary,Forsyth,Winston-Salem,"401 Meadowlark Drive, Winston-Salem, NC 27106",-80.3645828,36.099981
340442,Meadowlark Middle,Forsyth,Winston-Salem,"301 Meadowlark Drive, Winston-Salem, NC 27106",-80.36268,36.100459
340446,Middle College of Forsyth Cnty,Forsyth,Winston-Salem,"2100 Silas Creek Parkway, Winston-Salem, NC 27103",-80.2727328,36.0694251
340447,Middle Fork Elementary,Forsyth,Walkertown,"3125 Williston Road, Walkertown, NC 27051",-80.1683575,36.1412787
340448,"Mineral Springs Elementary, Winston-Salem",Forsyth,Winston Salem,"4527 Ogburn Avenue, Winston Salem, NC 27105",-80.235583,36.156198
340452,Mineral Springs Middle,Forsyth,Winston Salem,"4559 Ogburn Avenue, Winston Salem, NC 27105",-80.235449,36.157342
340453,Moore Magnet Elementary,Forsyth,Winston Salem,"451 Knollwood Street, Winston Salem, NC 27103",-80.2850058,36.0877009
340454,Mount Tabor High School,Forsyth,Winston Salem,"342 Petree Road, Winston Salem, NC 27106",-80.314093,36.126799
